Var	-LOG([Fdr (Pdat Gx)])	Model	Value	-LOG([Fdr (Pdat Gx)])	Model	Value	Var
KIRREL2	0.000713094	Bulk (unadjusted)	0.002653988	0.245623034	Cell contribution (adjusted)	-0.376741904	KIRREL2
KIR3DX1	0.054736161	Bulk (unadjusted)	-0.096656375	0.160540842	Cell contribution (adjusted)	-0.166549547	KIR3DX1
KIR3DL2	0.088391261	Bulk (unadjusted)	0.16639953	0.414328165	Cell contribution (adjusted)	-0.712893482	KIR3DL2
KIR3DL1	0.001621997	Bulk (unadjusted)	0.005136673	0.026474783	Cell contribution (adjusted)	0.061063258	KIR3DL1
KIR2DS4	0.027301827	Bulk (unadjusted)	0.149276548	0.424081593	Cell contribution (adjusted)	-0.542502822	KIR2DS4
KIR2DL4	1.095099313	Bulk (unadjusted)	0.661098455	0.210222954	Cell contribution (adjusted)	0.277763169	KIR2DL4
KIR2DL3	0.102499412	Bulk (unadjusted)	0.320470979	0.002236924	Cell contribution (adjusted)	0.005275783	KIR2DL3
KIR2DL1	0.08833766	Bulk (unadjusted)	-0.297956189	0.738408435	Cell contribution (adjusted)	-0.775249306	KIR2DL1
KIN	0.193815748	Bulk (unadjusted)	0.212315989	0.484939875	Cell contribution (adjusted)	0.668602921	KIN
KIFC3	0.404894522	Bulk (unadjusted)	0.547033482	0.059615635	Cell contribution (adjusted)	0.110961079	KIFC3
KIFC2	0.102552436	Bulk (unadjusted)	0.380199672	0.248399304	Cell contribution (adjusted)	-0.430114991	KIFC2
KIFC1	0.31713307	Bulk (unadjusted)	0.54814429	0.021217632	Cell contribution (adjusted)	0.042996236	KIFC1
KIFAP3	0.220980435	Bulk (unadjusted)	0.307866194	1.014529239	Cell contribution (adjusted)	0.667662271	KIFAP3
KIF27	0.013219497	Bulk (unadjusted)	-0.033701333	0.249309196	Cell contribution (adjusted)	0.284815892	KIF27
KIF26B	0.4164997	Bulk (unadjusted)	0.340269128	0.108650054	Cell contribution (adjusted)	-0.227066029	KIF26B
KIF26A	0.085146785	Bulk (unadjusted)	-0.210184734	0.667768418	Cell contribution (adjusted)	-0.427765197	KIF26A
KIF25	0.591628374	Bulk (unadjusted)	-0.415141412	0.705301243	Cell contribution (adjusted)	-0.814543868	KIF25
KIF24	0.336240895	Bulk (unadjusted)	0.376000254	0.14058997	Cell contribution (adjusted)	0.18757644	KIF24
KIF23	3.743661825	Bulk (unadjusted)	1.148936826	1.25805855	Cell contribution (adjusted)	0.672088964	KIF23
KIF22	0.010228006	Bulk (unadjusted)	-0.043041004	0.296160165	Cell contribution (adjusted)	-0.648915123	KIF22
KIF21B	1.441366475	Bulk (unadjusted)	0.996183095	0.087676542	Cell contribution (adjusted)	0.103448324	KIF21B
KIF21A	0.53985045	Bulk (unadjusted)	-1.263929207	0.526197987	Cell contribution (adjusted)	-1.04340421	KIF21A
KIF20B	0.362059095	Bulk (unadjusted)	0.812547953	4.516150234	Cell contribution (adjusted)	1.318707992	KIF20B
KIF20A	2.423260143	Bulk (unadjusted)	1.508352489	2.986773213	Cell contribution (adjusted)	1.01879371	KIF20A
KIF19	0.023938715	Bulk (unadjusted)	-0.051136878	0.462386292	Cell contribution (adjusted)	-0.810095896	KIF19
KIF18B	1.272504269	Bulk (unadjusted)	1.44107272	1.432702732	Cell contribution (adjusted)	0.669855915	KIF18B
KIF18A	2.636582814	Bulk (unadjusted)	0.939572844	1.463289267	Cell contribution (adjusted)	0.676350345	KIF18A
KIF17	0.133018549	Bulk (unadjusted)	-0.278909186	0.249786643	Cell contribution (adjusted)	-0.530306954	KIF17
KIF16B	0.446540225	Bulk (unadjusted)	-0.520701715	0.095194538	Cell contribution (adjusted)	0.221591542	KIF16B
KIF15	3.224900689	Bulk (unadjusted)	1.056472797	1.142466829	Cell contribution (adjusted)	0.638359094	KIF15
KIF14	2.312734225	Bulk (unadjusted)	1.467858288	3.798170795	Cell contribution (adjusted)	1.179520003	KIF14
KIF13B	1.319261865	Bulk (unadjusted)	0.646531723	1.670104997	Cell contribution (adjusted)	0.729828575	KIF13B
KIF13A	2.329839127	Bulk (unadjusted)	-1.039623414	0.41173888	Cell contribution (adjusted)	-0.316507032	KIF13A
KIF12	0.009497077	Bulk (unadjusted)	0.031577214	0.215422448	Cell contribution (adjusted)	-0.341025869	KIF12
KIF11	6.191077032	Bulk (unadjusted)	1.601816954	4.530772767	Cell contribution (adjusted)	1.320858896	KIF11
KIF9	0.082771509	Bulk (unadjusted)	-0.334084635	0.005756299	Cell contribution (adjusted)	0.030429316	KIF9
KIF7	0.113123024	Bulk (unadjusted)	-0.30981629	0.413624385	Cell contribution (adjusted)	-0.564960934	KIF7
KIF6	0.024444183	Bulk (unadjusted)	-0.077608848	0.122517504	Cell contribution (adjusted)	-0.336415306	KIF6
KIF5C	0.627042305	Bulk (unadjusted)	0.726551438	1.408481784	Cell contribution (adjusted)	0.665731679	KIF5C
KIF5B	0.004883654	Bulk (unadjusted)	0.020413413	0.524812495	Cell contribution (adjusted)	0.885953493	KIF5B
KIF5A	0.506217981	Bulk (unadjusted)	-0.614162773	1.127514004	Cell contribution (adjusted)	-0.584551976	KIF5A
KIF4B	0.365756953	Bulk (unadjusted)	-0.395615648	0.1331177	Cell contribution (adjusted)	-0.179401861	KIF4B
KIF4A	2.16630332	Bulk (unadjusted)	1.449382935	2.931891472	Cell contribution (adjusted)	1.00339254	KIF4A
KIF3C	0.145408057	Bulk (unadjusted)	0.339084601	0.037267593	Cell contribution (adjusted)	-0.05100841	KIF3C
KIF3B	0.014481864	Bulk (unadjusted)	-0.045527624	0.87629294	Cell contribution (adjusted)	0.503632857	KIF3B
KIF3A	0.132586203	Bulk (unadjusted)	-0.381999311	0.124746053	Cell contribution (adjusted)	0.272493273	KIF3A
KIF2C	1.648869856	Bulk (unadjusted)	0.966470503	0.283713939	Cell contribution (adjusted)	0.279479263	KIF2C
KIF2B	0.118401435	Bulk (unadjusted)	-0.250964417	0.69612396	Cell contribution (adjusted)	-0.749287317	KIF2B
KIF2A	6.098682356	Bulk (unadjusted)	1.572584786	2.64356259	Cell contribution (adjusted)	1.390526802	KIF2A
KIF1C	0.502528509	Bulk (unadjusted)	-0.93848756	0.540161143	Cell contribution (adjusted)	-1.028202278	KIF1C
KIF1B	2.717506696	Bulk (unadjusted)	-0.967290988	0.526197987	Cell contribution (adjusted)	-0.621777502	KIF1B
KIF1A	0.142343679	Bulk (unadjusted)	0.317141151	0.047658982	Cell contribution (adjusted)	0.062763613	KIF1A
KIDINS220	0.413418187	Bulk (unadjusted)	-0.338659385	0.462386292	Cell contribution (adjusted)	0.517854009	KIDINS220
KIAA2026	0.352872178	Bulk (unadjusted)	-0.30864342	0.116401029	Cell contribution (adjusted)	-0.129254052	KIAA2026
KIAA2013	0.00659699	Bulk (unadjusted)	-0.025084108	0.375656358	Cell contribution (adjusted)	-0.433347428	KIAA2013
KIAA2012	0.050223939	Bulk (unadjusted)	-0.200372568	0.106590451	Cell contribution (adjusted)	-0.310693508	KIAA2012
KIAA1958	0.011904225	Bulk (unadjusted)	0.024544156	0.622515487	Cell contribution (adjusted)	-0.411559284	KIAA1958
KIAA1841	0.636757594	Bulk (unadjusted)	0.554055857	1.194586827	Cell contribution (adjusted)	0.602156465	KIAA1841
KIAA1755	1.003261014	Bulk (unadjusted)	-0.556374371	0.822146037	Cell contribution (adjusted)	-1.202929625	KIAA1755
KIAA1671	2.979848773	Bulk (unadjusted)	-1.666794461	3.420980024	Cell contribution (adjusted)	-1.640466035	KIAA1671
KIAA1614	0.330981276	Bulk (unadjusted)	-0.791464164	2.589788881	Cell contribution (adjusted)	-1.121104296	KIAA1614
KIAA1586	0.054485995	Bulk (unadjusted)	0.283004834	1.092991813	Cell contribution (adjusted)	0.980336752	KIAA1586
KIAA1549L	0.054919111	Bulk (unadjusted)	0.085515579	0.145302043	Cell contribution (adjusted)	0.153602178	KIAA1549L
KIAA1549	0.16616403	Bulk (unadjusted)	-0.191556999	0.039632533	Cell contribution (adjusted)	-0.054134442	KIAA1549
KIAA1522	0.02577777	Bulk (unadjusted)	-0.115454674	0.080083416	Cell contribution (adjusted)	0.260749985	KIAA1522
KIAA1328	0.446500967	Bulk (unadjusted)	-0.353931852	0.293561308	Cell contribution (adjusted)	-0.579623932	KIAA1328
KIAA1324L	0.558098822	Bulk (unadjusted)	0.403653502	0.873358617	Cell contribution (adjusted)	0.823711659	KIAA1324L
KIAA1324	0.714285368	Bulk (unadjusted)	0.92892278	0.421861985	Cell contribution (adjusted)	0.330080883	KIAA1324
KIAA1257	0.128154421	Bulk (unadjusted)	0.159575353	0.265035864	Cell contribution (adjusted)	-0.539927721	KIAA1257
KIAA1217	0.0108659	Bulk (unadjusted)	0.06919552	0.724292214	Cell contribution (adjusted)	-0.450854572	KIAA1217
KIAA1211L	0.625137307	Bulk (unadjusted)	0.431362425	0.14277195	Cell contribution (adjusted)	-0.321058146	KIAA1211L
KIAA1210	0.297752844	Bulk (unadjusted)	-0.289553479	0.094660235	Cell contribution (adjusted)	-0.109409959	KIAA1210
KIAA1191	0.109974228	Bulk (unadjusted)	-0.346826803	0.082361693	Cell contribution (adjusted)	0.097925611	KIAA1191
KIAA1143	0.548302117	Bulk (unadjusted)	0.49972272	1.253075252	Cell contribution (adjusted)	0.781300366	KIAA1143
KIAA1109	0.112517762	Bulk (unadjusted)	0.172185443	0.153029795	Cell contribution (adjusted)	0.205691207	KIAA1109
KIAA1107	0.285397644	Bulk (unadjusted)	-0.937150771	0.055217975	Cell contribution (adjusted)	-0.117244168	KIAA1107
KIAA0930	0.227847653	Bulk (unadjusted)	0.679687015	0.155853701	Cell contribution (adjusted)	0.394612489	KIAA0930
KIAA0895L	0.152439062	Bulk (unadjusted)	1.099507501	0.08566687	Cell contribution (adjusted)	0.417958808	KIAA0895L
KIAA0895	0.184020346	Bulk (unadjusted)	-0.333263569	0.12325947	Cell contribution (adjusted)	0.167670236	KIAA0895
KIAA0825	0.863453726	Bulk (unadjusted)	0.512878467	0.469879529	Cell contribution (adjusted)	0.533639154	KIAA0825
KIAA0753	0.071942439	Bulk (unadjusted)	0.167576496	0.014624495	Cell contribution (adjusted)	-0.039004713	KIAA0753
KIAA0586	3.002475666	Bulk (unadjusted)	1.009272395	0.294916847	Cell contribution (adjusted)	0.389831358	KIAA0586
KIAA0556	0.058818905	Bulk (unadjusted)	0.090416953	0.233389109	Cell contribution (adjusted)	0.216391226	KIAA0556
KIAA0513	0.219983939	Bulk (unadjusted)	0.335952393	0.134461772	Cell contribution (adjusted)	-0.183396867	KIAA0513
KIAA0408	3.093942603	Bulk (unadjusted)	-1.315724516	0.97191307	Cell contribution (adjusted)	-0.674537976	KIAA0408
KIAA0355	0.305928096	Bulk (unadjusted)	-0.28318625	0.073416029	Cell contribution (adjusted)	-0.088705187	KIAA0355
KIAA0319L	0.041706883	Bulk (unadjusted)	0.138810238	0.706769102	Cell contribution (adjusted)	-0.757631327	KIAA0319L
KIAA0319	0.05527208	Bulk (unadjusted)	-0.12288148	0.308835978	Cell contribution (adjusted)	-0.428609864	KIAA0319
KIAA0232	0.489079056	Bulk (unadjusted)	-1.044561605	0.40053598	Cell contribution (adjusted)	-0.653389445	KIAA0232
KIAA0100	0.587483133	Bulk (unadjusted)	0.721491321	0.335843766	Cell contribution (adjusted)	0.588653285	KIAA0100
KIAA0040	0.156197097	Bulk (unadjusted)	0.372989656	0.039858671	Cell contribution (adjusted)	0.112938474	KIAA0040
KHSRP	0.109755947	Bulk (unadjusted)	-0.507819872	0.541308951	Cell contribution (adjusted)	-1.062123207	KHSRP
KHNYN	0.044578064	Bulk (unadjusted)	-0.19576232	0.153029795	Cell contribution (adjusted)	-0.418961602	KHNYN
KHK	0.017032417	Bulk (unadjusted)	-0.032610113	1.229786159	Cell contribution (adjusted)	-0.61769456	KHK
KHDRBS3	4.401294114	Bulk (unadjusted)	-1.268457152	0.57594701	Cell contribution (adjusted)	-0.655053613	KHDRBS3
KHDRBS2	0.011576961	Bulk (unadjusted)	-0.060409041	2.487068612	Cell contribution (adjusted)	-0.918951203	KHDRBS2
KHDRBS1	1.255261567	Bulk (unadjusted)	-0.631394648	0.784666345	Cell contribution (adjusted)	-0.47302597	KHDRBS1
KHDC3L	0.390982401	Bulk (unadjusted)	0.555257541	0.161516532	Cell contribution (adjusted)	-0.278106215	KHDC3L
KHDC1L	0.040545267	Bulk (unadjusted)	-0.262070042	0.608901734	Cell contribution (adjusted)	-0.772656351	KHDC1L
KHDC1	0.05484732	Bulk (unadjusted)	0.135632962	0.075332295	Cell contribution (adjusted)	-0.127141409	KHDC1
KERA	0.017631765	Bulk (unadjusted)	-0.066901805	0.006755356	Cell contribution (adjusted)	-0.023502125	KERA
KEL	0.669087848	Bulk (unadjusted)	-0.44466903	1.661741355	Cell contribution (adjusted)	-0.728854916	KEL
KEAP1	0.008232425	Bulk (unadjusted)	-0.045415059	0.252578309	Cell contribution (adjusted)	-0.715978523	KEAP1
KDSR	0.582527948	Bulk (unadjusted)	-0.564699972	0.136165792	Cell contribution (adjusted)	0.21416864	KDSR
KDR	0.03968626	Bulk (unadjusted)	0.100567794	0.231365179	Cell contribution (adjusted)	0.404387112	KDR
KDM8	0.101986693	Bulk (unadjusted)	-0.180594814	1.387990183	Cell contribution (adjusted)	-0.918565434	KDM8
KDM7A	3.697407041	Bulk (unadjusted)	1.867490645	3.72258864	Cell contribution (adjusted)	1.679420106	KDM7A
KDM6B	0.036100154	Bulk (unadjusted)	-0.257190904	0.248824543	Cell contribution (adjusted)	-0.637535888	KDM6B
KDM6A	0.456439556	Bulk (unadjusted)	0.430253688	1.235256357	Cell contribution (adjusted)	0.617006611	KDM6A
KDM5D	0.269100493	Bulk (unadjusted)	-0.290786661	0.041939835	Cell contribution (adjusted)	-0.060513012	KDM5D
KDM5C	0.171624864	Bulk (unadjusted)	-0.195403763	0.380307827	Cell contribution (adjusted)	-0.301403249	KDM5C
KDM5B	0.086901247	Bulk (unadjusted)	-0.121173709	0.285153716	Cell contribution (adjusted)	0.575326597	KDM5B
KDM5A	0.802690748	Bulk (unadjusted)	0.724911061	2.102486421	Cell contribution (adjusted)	0.830294596	KDM5A
KDM4E	0.388165083	Bulk (unadjusted)	-0.409250563	0.570359528	Cell contribution (adjusted)	-0.48812619	KDM4E
KDM4D	1.467474427	Bulk (unadjusted)	-0.684621491	0.850847027	Cell contribution (adjusted)	-0.496803641	KDM4D
KDM4C	1.000792076	Bulk (unadjusted)	0.912170428	0.70959411	Cell contribution (adjusted)	0.873086094	KDM4C
KDM4B	0.029015878	Bulk (unadjusted)	0.187040557	0.165105309	Cell contribution (adjusted)	-0.474037883	KDM4B
KDM4A	0.084143689	Bulk (unadjusted)	-0.183796728	2.311507058	Cell contribution (adjusted)	-0.87389193	KDM4A
KDM3B	0.546353773	Bulk (unadjusted)	-0.871686869	0.007779782	Cell contribution (adjusted)	-0.042033989	KDM3B
KDM3A	0.294541747	Bulk (unadjusted)	-0.277072309	0.059341043	Cell contribution (adjusted)	-0.075312691	KDM3A
KDM2B	0.074953126	Bulk (unadjusted)	0.268464965	0.148356563	Cell contribution (adjusted)	0.619511154	KDM2B
KDM2A	0.362160369	Bulk (unadjusted)	0.59119405	0.249687011	Cell contribution (adjusted)	-0.227346583	KDM2A
KDM1B	0.588819991	Bulk (unadjusted)	0.461535611	0.918774499	Cell contribution (adjusted)	0.518347909	KDM1B
KDM1A	0.025947691	Bulk (unadjusted)	-0.096499345	0.004492749	Cell contribution (adjusted)	-0.014028564	KDM1A
KDF1	0.037202792	Bulk (unadjusted)	-0.062203257	0.321818502	Cell contribution (adjusted)	-0.270970411	KDF1
KDELR3	2.831811062	Bulk (unadjusted)	0.977693399	4.751332318	Cell contribution (adjusted)	1.37865097	KDELR3
KDELR2	3.212893163	Bulk (unadjusted)	1.049708882	3.90284216	Cell contribution (adjusted)	1.215792936	KDELR2
KDELR1	0.110832545	Bulk (unadjusted)	0.330945612	0.001195821	Cell contribution (adjusted)	0.003241539	KDELR1
KCTD21	0.105338156	Bulk (unadjusted)	-0.300462158	0.336148632	Cell contribution (adjusted)	-0.634299943	KCTD21
KCTD20	0.324382524	Bulk (unadjusted)	0.754782905	1.306912133	Cell contribution (adjusted)	0.996310683	KCTD20
KCTD19	0.424041083	Bulk (unadjusted)	-0.658610574	1.248323104	Cell contribution (adjusted)	-0.684971731	KCTD19
KCTD18	0.064196967	Bulk (unadjusted)	-0.16281989	0.906464795	Cell contribution (adjusted)	0.519348192	KCTD18
KCTD17	0.056281542	Bulk (unadjusted)	0.210965027	0.113422848	Cell contribution (adjusted)	-0.227499128	KCTD17
KCTD16	0.298769287	Bulk (unadjusted)	-0.54100001	0.036745336	Cell contribution (adjusted)	-0.118327896	KCTD16
KCTD15	0.627042305	Bulk (unadjusted)	0.4328909	0.351606748	Cell contribution (adjusted)	0.286967858	KCTD15
KCTD14	0.291227323	Bulk (unadjusted)	-0.344540298	0.010015854	Cell contribution (adjusted)	-0.017392017	KCTD14
KCTD13	0.00202787	Bulk (unadjusted)	0.010899052	0.077123305	Cell contribution (adjusted)	-0.2654498	KCTD13
KCTD12	0.182063368	Bulk (unadjusted)	0.204129241	0.39735917	Cell contribution (adjusted)	0.859928426	KCTD12
KCTD11	0.083247723	Bulk (unadjusted)	0.342979677	0.006187219	Cell contribution (adjusted)	0.026142967	KCTD11
KCTD10	0.112971856	Bulk (unadjusted)	-0.205737201	0.127247183	Cell contribution (adjusted)	0.28083574	KCTD10
KCTD9	0.495233322	Bulk (unadjusted)	-0.47115633	0.040185838	Cell contribution (adjusted)	0.068537548	KCTD9
KCTD8	1.71860172	Bulk (unadjusted)	-0.945837047	0.564146232	Cell contribution (adjusted)	-0.484922737	KCTD8
KCTD7	1.570612415	Bulk (unadjusted)	-0.709748313	1.870407643	Cell contribution (adjusted)	-0.775420644	KCTD7
KCTD6	0.556079892	Bulk (unadjusted)	0.40199995	0.892809217	Cell contribution (adjusted)	1.181685127	KCTD6
KCTD5	0.377340253	Bulk (unadjusted)	0.756453324	0.157096741	Cell contribution (adjusted)	0.469003	KCTD5
KCTD4	0.27159592	Bulk (unadjusted)	0.559702352	0.550005631	Cell contribution (adjusted)	0.592280023	KCTD4
KCTD3	0.275622305	Bulk (unadjusted)	-0.265381216	0.622006567	Cell contribution (adjusted)	1.038175474	KCTD3
KCTD2	0.555527442	Bulk (unadjusted)	-0.683883592	1.805699492	Cell contribution (adjusted)	-0.846420412	KCTD2
KCTD1	1.147329276	Bulk (unadjusted)	-0.598312304	2.187551008	Cell contribution (adjusted)	-0.846026342	KCTD1
KCP	1.402623839	Bulk (unadjusted)	-0.668622646	0.881549799	Cell contribution (adjusted)	-0.952075996	KCP
KCNV2	0.116582857	Bulk (unadjusted)	-0.148774643	0.022786337	Cell contribution (adjusted)	-0.031742427	KCNV2
KCNV1	0.597929076	Bulk (unadjusted)	-0.547982814	1.143721632	Cell contribution (adjusted)	-0.590535501	KCNV1
KCNU1	0.524474495	Bulk (unadjusted)	-0.388107083	0.156306033	Cell contribution (adjusted)	-0.162513879	KCNU1
KCNT2	1.050010009	Bulk (unadjusted)	-0.570484924	0.153364344	Cell contribution (adjusted)	-0.159939938	KCNT2
KCNT1	0.122414899	Bulk (unadjusted)	-0.155118062	0.497843994	Cell contribution (adjusted)	-0.360475545	KCNT1
KCNS3	0.236266265	Bulk (unadjusted)	-0.554814635	0.120455062	Cell contribution (adjusted)	-0.318647105	KCNS3
KCNS2	0.037477756	Bulk (unadjusted)	-0.063193032	8.54E-05	Cell contribution (adjusted)	-0.000283462	KCNS2
KCNS1	0.235839341	Bulk (unadjusted)	0.624660097	0.085607065	Cell contribution (adjusted)	-0.272860628	KCNS1
KCNRG	0.232138708	Bulk (unadjusted)	-0.23952635	0.143364579	Cell contribution (adjusted)	-0.151655638	KCNRG
KCNQ5	0.188282133	Bulk (unadjusted)	0.207752022	0.013353742	Cell contribution (adjusted)	0.018524399	KCNQ5
KCNQ4	0.781332553	Bulk (unadjusted)	-1.15336185	1.871136574	Cell contribution (adjusted)	-1.44807718	KCNQ4
KCNQ3	0.340551555	Bulk (unadjusted)	-0.520082251	0.110823361	Cell contribution (adjusted)	-0.193343485	KCNQ3
KCNQ2	0.145373983	Bulk (unadjusted)	-0.188423942	1.111640703	Cell contribution (adjusted)	-0.689411386	KCNQ2
KCNQ1	0.092747468	Bulk (unadjusted)	-0.183714558	0.56600864	Cell contribution (adjusted)	-0.387621706	KCNQ1
KCNN4	0.459026747	Bulk (unadjusted)	0.743681596	0.122374905	Cell contribution (adjusted)	0.249056785	KCNN4
KCNN3	1.378591072	Bulk (unadjusted)	0.710676646	0.140768645	Cell contribution (adjusted)	0.150433789	KCNN3
KCNN2	0.894634053	Bulk (unadjusted)	-0.802857767	2.345320355	Cell contribution (adjusted)	-0.880195069	KCNN2
KCNN1	0.037202792	Bulk (unadjusted)	-0.129071965	1.25672533	Cell contribution (adjusted)	-0.621593733	KCNN1
KCNMB4	0.05772134	Bulk (unadjusted)	0.164743667	0.033244767	Cell contribution (adjusted)	-0.073217624	KCNMB4
KCNMB3	0.882830613	Bulk (unadjusted)	0.653278969	0.327018117	Cell contribution (adjusted)	0.343000921	KCNMB3
KCNMB2	0.123001797	Bulk (unadjusted)	0.155759943	0.108650054	Cell contribution (adjusted)	-0.122316395	KCNMB2
KCNMB1	0.060569584	Bulk (unadjusted)	0.186069688	0.113274582	Cell contribution (adjusted)	-0.162241528	KCNMB1
KCNMA1	0.033739307	Bulk (unadjusted)	0.14010467	0.001212065	Cell contribution (adjusted)	0.00488496	KCNMA1
KCNK17	0.272087856	Bulk (unadjusted)	0.264264252	0.017099683	Cell contribution (adjusted)	-0.039446771	KCNK17
KCNK16	0.037202792	Bulk (unadjusted)	-0.215086036	1.508457679	Cell contribution (adjusted)	-1.208485937	KCNK16
KCNK15	0.052726968	Bulk (unadjusted)	-0.117713334	0.059660139	Cell contribution (adjusted)	-0.186624211	KCNK15
KCNK13	1.39080558	Bulk (unadjusted)	0.666129452	0.744808312	Cell contribution (adjusted)	0.458796556	KCNK13
KCNK12	0.147428266	Bulk (unadjusted)	-0.572719992	0.234353013	Cell contribution (adjusted)	-0.733838108	KCNK12
KCNK10	0.161392875	Bulk (unadjusted)	-0.364488456	1.55647358	Cell contribution (adjusted)	-0.698600952	KCNK10
KCNK9	0.120339336	Bulk (unadjusted)	0.164763272	0.281294738	Cell contribution (adjusted)	-0.567858494	KCNK9
KCNK7	1.007466077	Bulk (unadjusted)	-0.645790692	1.997965431	Cell contribution (adjusted)	-0.808216852	KCNK7
KCNK6	0.416598292	Bulk (unadjusted)	1.150856754	0.215321228	Cell contribution (adjusted)	0.627487946	KCNK6
KCNK5	0.47451861	Bulk (unadjusted)	-0.875072385	0.563017949	Cell contribution (adjusted)	-0.940556067	KCNK5
KCNK4	0.350853094	Bulk (unadjusted)	-0.513484327	0.289510227	Cell contribution (adjusted)	-0.434933726	KCNK4
KCNK3	0.184496287	Bulk (unadjusted)	-0.397625442	1.067267537	Cell contribution (adjusted)	-0.56481051	KCNK3
KCNK2	2.253435169	Bulk (unadjusted)	0.865309497	2.39921391	Cell contribution (adjusted)	0.898774335	KCNK2
KCNK1	0.206530004	Bulk (unadjusted)	0.266570805	0.554969156	Cell contribution (adjusted)	0.596034376	KCNK1
KCNJ16	0.162523331	Bulk (unadjusted)	0.295704461	0.018309785	Cell contribution (adjusted)	-0.040302267	KCNJ16
KCNJ15	3.892700421	Bulk (unadjusted)	1.340809739	3.350247736	Cell contribution (adjusted)	1.09150892	KCNJ15
KCNJ14	0.113789942	Bulk (unadjusted)	-0.152520032	0.139152446	Cell contribution (adjusted)	-0.149423869	KCNJ14
